N°,Región,Fecha del mensaje,Hora,Mensaje,Poligono de difusión,Tipo de Mensaje,Evento,Fecha_dt,FechaHora_del_mensaje,Amenaza,Variable_amenaza,Fecha_real,Hora_real
2237,Coquimbo,46222.0,0.91875,"SENAPRED: EVITE ribera de rios, quebradas y esteros por crecida, Provincia del Limari",Provincia de Limarí,Preventivo,Inundación,2026-07-19,2026-07-19 22:03:00,Meteorológica,Inundación,19/07/2026,22:03
2238,Atacama,46222.0,0.921527777777778,"SENAPRED: EVACUE ribera del Rio Huasco por desborde, Comuna de Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-19,2026-07-19 22:07:00,Meteorológica,Inundación,19/07/2026,22:07
2239,Coquimbo,46222.0,0.925694444444444,"SENAPRED: EVACUE sector Alfalfares por desborde Rio Elqui y activacion quebradas, La Serena",Comuna de La Serena,Amenaza Inminente,Inundación,2026-07-19,2026-07-19 22:13:00,Meteorológica,Inundación,19/07/2026,22:13
2240,Coquimbo,46222.0,0.928472222222222,"SENAPRED: EVITE acercarse al estero Tongoy por crecida, comuna de Coquimbo",Comuna de Coquimbo,Preventivo,Inundación,2026-07-19,2026-07-19 22:17:00,Meteorológica,Inundación,19/07/2026,22:17
2241,Atacama,46222.0,0.971527777777778,"SENAPRED: EVITE ribera de rios, quebradas y esteros por crecida, Provincia de Huasco",Provincia de Huasco,Preventivo,Inundación,2026-07-19,2026-07-19 23:19:00,Meteorológica,Inundación,19/07/2026,23:19
2242,Coquimbo,46222.0,0.975,"SENAPRED: EVACUE sector Quebrada Seca de Sotaqui por activacion Quebrada Seca, com. Ovalle",Comuna de Ovalle,Amenaza Inminente,Inundación,2026-07-19,2026-07-19 23:24:00,Meteorológica,Inundación,19/07/2026,23:24
2243,Coquimbo,46222.0,0.979166666666667,"SENAPRED: EVACUE sector Cruz de Cana por activacion de quebradas, Comuna de Coquimbo",Comuna de Coquimbo,Amenaza Inminente,Inundación,2026-07-19,2026-07-19 23:30:00,Meteorológica,Inundación,19/07/2026,23:30
2244,Atacama,46222.0,0.981944444444444,"SENAPRED: EVACUE sector Maitencillo Viejo por activacion de Quebrada Maitencillo, Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-19,2026-07-19 23:34:00,Meteorológica,Inundación,19/07/2026,23:34
2245,Coquimbo,46223.0,0.0013888888888888,"SENAPRED: EVACUE sector Pueblo Islon por aluvion, Comuna de La Serena",Comuna de La Serena,Amenaza Inminente,Remoción en masa,2026-07-20,2026-07-20 00:02:00,Meteorológica,Remoción en masa,20/07/2026,00:02
2246,Atacama,46223.0,0.159027777777778,"SENAPRED: EVACUE sector UDA Avenida Costanera por desborde Rio Huasco, comuna de Vallenar",Comuna de Vallenar,Amenaza Inminente,Inundación,2026-07-20,2026-07-20 03:49:00,Meteorológica,Inundación,20/07/2026,03:49
2247,Atacama,46223.0,0.180555555555556,"SENAPRED: EVACUE sector UDA Avenida Costanera por desborde Rio Huasco, comuna de Vallenar",Comuna de Vallenar,Amenaza Inminente,Inundación,2026-07-20,2026-07-20 04:20:00,Meteorológica,Inundación,20/07/2026,04:20
2248,Atacama,46223.0,0.218055555555556,"SENAPRED: EVACUE sectores aledanos a la ribera del Rio Huasco por desborde, comuna Vallenar",Comuna de Vallenar,Amenaza Inminente,Inundación,2026-07-20,2026-07-20 05:14:00,Meteorológica,Inundación,20/07/2026,05:14
2249,Coquimbo,46223.0,0.309027777777778,"SENAPRED: EVACUE sector La Lucha por activacion de Quebrada La Lucha, comuna de Punitaqui",Comuna de Punitaqui,Amenaza Inminente,Inundación,2026-07-20,2026-07-20 07:25:00,Meteorológica,Inundación,20/07/2026,07:25
2250,Coquimbo,46223.0,0.40625,"SENAPRED: Evite riberas de ríos, esteros y quebradas por crecida embalse Culimo, Los Vilos.",Comuna de Los Vilos,Preventivo,Inundación,2026-07-20,2026-07-20 09:45:00,Meteorológica,Inundación,20/07/2026,09:45
2251,Coquimbo,46223.0,0.433333333333333,"SENAPRED: Evite quebrada Vina Vieja, sector Las Lluvias por alerta de crecida, Punitaqui",Comuna de Punitaqui,Preventivo,Inundación,2026-07-20,2026-07-20 10:24:00,Meteorológica,Inundación,20/07/2026,10:24
2252,Coquimbo,46223.0,0.474305555555556,"SENAPRED: EVITE canal Buceta, sector Tambo Oriente por alerta de crecida, comuna Salamanca",Comuna de Salamanca,Preventivo,Inundación,2026-07-20,2026-07-20 11:23:00,Meteorológica,Inundación,20/07/2026,11:23
2253,Coquimbo,46223.0,0.479861111111111,"SENAPRED: EVITE quebrada Montegrande, sector Montegrande por alerta de crecida, Paihuano",Comuna de Paiguano,Preventivo,Inundación,2026-07-20,2026-07-20 11:31:00,Meteorológica,Inundación,20/07/2026,11:31
2254,Coquimbo,46223.0,0.499305555555556,"SENAPRED: EVITE canal Colliguay, sector Colliguay por alerta de crecida, comuna Salamanca",Comuna de Salamanca,Preventivo,Inundación,2026-07-20,2026-07-20 11:59:00,Meteorológica,Inundación,20/07/2026,11:59
2255,Atacama,46223.0,0.526388888888889,"SENAPRED: EVITE entre Ramadilla y El Maiten, por crecida del Rio Huasco, Alto del Carmen",Comuna de Alto del Carmen,Preventivo,Inundación,2026-07-20,2026-07-20 12:38:00,Meteorológica,Inundación,20/07/2026,12:38
2256,Coquimbo,46223.0,0.563194444444444,"SENAPRED: EVACUE sector Cancha Brava cruce Huanque por desborde de rio Chalinga, Salamanca",Comuna de Salamanca,Amenaza Inminente,Inundación,2026-07-20,2026-07-20 13:31:00,Meteorológica,Inundación,20/07/2026,13:31
2257,Coquimbo,46223.0,0.627083333333333,"SENAPRED: EVACUE sector Guindo Alto y Huallillinga, por desborde de canal Paloma, Ovalle",Comuna de Ovalle,Amenaza Inminente,Inundación,2026-07-20,2026-07-20 15:03:00,Meteorológica,Inundación,20/07/2026,15:03
2258,Valparaíso,46223.0,0.810416666666667,"SENAPRED: EVITE sector Puente Colmo por crecida del rio Aconcagua, comuna de Limache",Comuna de Limache,Preventivo,Inundación,2026-07-20,2026-07-20 19:27:00,Meteorológica,Inundación,20/07/2026,19:27
2259,Valparaíso,46223.0,0.811111111111111,"SENAPRED: EVITE sector Puente Colmo por crecida del rio Aconcagua, comuna de Quintero",Comuna de Quintero,Preventivo,Inundación,2026-07-20,2026-07-20 19:28:00,Meteorológica,Inundación,20/07/2026,19:28
2260,Valparaíso,46223.0,0.8125,"SENAPRED: EVITE sector Puente Colmo por crecida del rio Aconcagua, comuna de Concon",Comuna de Concón,Preventivo,Inundación,2026-07-20,2026-07-20 19:30:00,Meteorológica,Inundación,20/07/2026,19:30
2261,Valparaíso,46223.0,0.813888888888889,"SENAPRED: EVITE sector Puente Colmo por crecida del rio Aconcagua, comuna de Quillota",Comuna de Quillota,Preventivo,Inundación,2026-07-20,2026-07-20 19:32:00,Meteorológica,Inundación,20/07/2026,19:32
2262,Coquimbo,46223.0,0.922222222222222,"SENAPRED:EVITE ribera de rio Hurtado por alerta de crecida Embalse recoleta, Comuna Ovalle",Comuna de Ovalle,Preventivo,Inundación,2026-07-20,2026-07-20 22:08:00,Meteorológica,Inundación,20/07/2026,22:08
2263,Coquimbo,46224.0,0.288194444444444,"SENAPRED: EVACUE sectores Hinojal, Gabriela Mistral y Alfalfares por desborde. La Serena",Comuna de La Serena,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 06:55:00,Meteorológica,Inundación,21/07/2026,06:55
2264,Coquimbo,46224.0,0.291666666666667,SENAPRED: EVACUE sectores Valle de Los Angeles y ribera de Río Elqui por desborde. La Serena,Comuna de La Serena,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 07:00:00,Meteorológica,Inundación,21/07/2026,07:00
2265,Atacama,46224.0,0.295138888888889,"SENAPRED: EVACUE villa San Pedro por activación de quebrada Camilo Henriquez, comuna Huasco",Comuna de Huasco,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 07:05:00,Meteorológica,Inundación,21/07/2026,07:05
2266,Atacama,46224.0,0.352083333333333,"SENAPRED: EVACUE villa San Pedro por activación de quebrada Camilo Henriquez, comuna Huasco",Comuna de Huasco,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 08:27:00,Meteorológica,Inundación,21/07/2026,08:27
2267,Coquimbo,46224.0,0.376388888888889,"SENAPRED: EVACUE sector Tres Cruces por activacion de quebrada Tres Cruces, comuna Paihuano",Comuna de Paiguano,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 09:02:00,Meteorológica,Inundación,21/07/2026,09:02
2268,Atacama,46224.0,0.380555555555556,"SENAPRED: EVITE sectores Cachiyuyo y Domeyko por activacion de quebradas, comuna Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 09:08:00,Meteorológica,Inundación,21/07/2026,09:08
2269,Atacama,46224.0,0.383333333333333,"SENAPRED: EVITE sector Canto del Agua por activacion de quebrada, comuna de Huasco",Comuna de Huasco,Preventivo,Inundación,2026-07-21,2026-07-21 09:12:00,Meteorológica,Inundación,21/07/2026,09:12
2270,Coquimbo,46224.0,0.386805555555556,"SENAPRED: EVITE ribera estero Canela Alta cruce Los Canelos por crecida, comuna de Canela",Comuna de Canela,Preventivo,Inundación,2026-07-21,2026-07-21 09:17:00,Meteorológica,Inundación,21/07/2026,09:17
2271,Coquimbo,46224.0,0.396527777777778,"SENAPRED: EVITE QUEBRADAS Y PENDIENTES FUERTES por remoción en masa, comuna de Paihuano",Comuna de Paiguano,Preventivo,Remoción en masa,2026-07-21,2026-07-21 09:31:00,Meteorológica,Remoción en masa,21/07/2026,09:31
2272,Atacama,46224.0,0.414583333333333,"SENAPRED: EVITE sectores Cachiyuyo y Domeyko por activacion de quebradas, comuna Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 09:57:00,Meteorológica,Inundación,21/07/2026,09:57
2273,Atacama,46224.0,0.416666666666667,"SENAPRED: EVACUE sector Nicolasa por desborde de Rio Huasco, comuna de Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:00:00,Meteorológica,Inundación,21/07/2026,10:00
2274,Atacama,46224.0,0.440277777777778,"SENAPRED: EVACUE sector Tatara por activacion de quebrada Tatara, comuna de Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:34:00,Meteorológica,Inundación,21/07/2026,10:34
2275,Coquimbo,46224.0,0.450694444444444,"SENAPRED: EVITE sector Tambo Faro por crecida del Rio Choapa, comuna de Salamanca",Comuna de Salamanca,Preventivo,Inundación,2026-07-21,2026-07-21 10:49:00,Meteorológica,Inundación,21/07/2026,10:49
2276,Atacama,46224.0,0.454166666666667,"SENAPRED: EVACUE sector Maitencillo por activación de quebrada Maitencillo, comuna de Freirina",Comuna de Freirina,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:54:00,Meteorológica,Inundación,21/07/2026,10:54
2277,Atacama,46224.0,0.455555555555556,"SENAPRED: EVACUE villa Pablo Neruda por desborde de canal Ventana, comuna de Vallenar",Comuna de Vallenar,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 10:56:00,Meteorológica,Inundación,21/07/2026,10:56
2278,Coquimbo,46224.0,0.458333333333333,"SENAPRED: EVITE ribera del Rio Limari por alerta de crecida, comuna de Ovalle",Comuna de Ovalle,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 11:00:00,Meteorológica,Inundación,21/07/2026,11:00
2279,Coquimbo,46224.0,0.463888888888889,"SENAPRED: EVACUE sector pueblo Islon por desborde quebrada Santa Gracia, comuna La Serena",Comuna de La Serena,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 11:08:00,Meteorológica,Inundación,21/07/2026,11:08
2280,Atacama,46224.0,0.471527777777778,"SENAPRED: EVITE sectores ribera del Rio Huasco por crecida, comuna de Huasco",Comuna de Huasco,Preventivo,Inundación,2026-07-21,2026-07-21 11:19:00,Meteorológica,Inundación,21/07/2026,11:19
2281,Atacama,46224.0,0.472916666666667,"SENAPRED: EVITE sectores ribera del Rio Huasco por crecida, comuna de Freirina",Comuna de Freirina,Preventivo,Inundación,2026-07-21,2026-07-21 11:21:00,Meteorológica,Inundación,21/07/2026,11:21
2282,Atacama,46224.0,0.474305555555556,"SENAPRED: EVITE sectores ribera del Rio Huasco por crecida, comuna de Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 11:23:00,Meteorológica,Inundación,21/07/2026,11:23
2283,Atacama,46224.0,0.4875,"SENAPRED: EVACUE sector puente Talca y Matta por crecida del Rio Huasco, comuna de Vallenar",Comuna de Vallenar,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 11:42:00,Meteorológica,Inundación,21/07/2026,11:42
2284,Coquimbo,46224.0,0.490972222222222,"SENAPRED: EVITE sectores Asiento Viejo, Cuzcuz y centro Illapel por crecida Rio Illapel",Comuna de Illapel,Preventivo,Inundación,2026-07-21,2026-07-21 11:47:00,Meteorológica,Inundación,21/07/2026,11:47
2285,Atacama,46224.0,0.494444444444444,"SENAPRED: EVITE sector Totoral por activacion de quebrada, comuna de Copiapo",Comuna de Copiapó,Preventivo,Inundación,2026-07-21,2026-07-21 11:52:00,Meteorológica,Inundación,21/07/2026,11:52
2286,Atacama,46224.0,0.497916666666667,"SENAPRED: EVITE sector Los Loros por activacion qdas Sacramento y Majadita, Tierra Amarilla",Comuna de Tierra Amarilla,Preventivo,Inundación,2026-07-21,2026-07-21 11:57:00,Meteorológica,Inundación,21/07/2026,11:57
2287,Atacama,46224.0,0.527777777777778,"SENAPRED: EVITE sectores Lo Castillo y Los Toyos por activacion qda Lo Castillo, Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 12:40:00,Meteorológica,Inundación,21/07/2026,12:40
2288,Atacama,46224.0,0.536111111111111,"SENAPRED: EVITE sector El Jilguero por crecida del Rio Huasco, comuna de Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 12:52:00,Meteorológica,Inundación,21/07/2026,12:52
2289,Atacama,46224.0,0.547222222222222,"SENAPRED: EVITE sector Quebrada Valparaiso por activacion de quebrada, comuna de Vallenar",Comuna de Vallenar,Preventivo,Inundación,2026-07-21,2026-07-21 13:08:00,Meteorológica,Inundación,21/07/2026,13:08
2290,Coquimbo,46224.0,0.602083333333333,"SENAPRED: EVITE riberas de rios, esteros y quebradas por crecidas. Provincia de Choapa",Provincia de Choapa,Preventivo,Inundación,2026-07-21,2026-07-21 14:27:00,Meteorológica,Inundación,21/07/2026,14:27
2291,Atacama,46224.0,0.615277777777778,"SENAPRED: EVITE sectores Lo Castillo y Los Toyos por activacion qda Lo Castillo, Huasco",Comuna de Huasco,Preventivo,Inundación,2026-07-21,2026-07-21 14:46:00,Meteorológica,Inundación,21/07/2026,14:46
2292,Coquimbo,46224.0,0.665277777777778,"SENAPRED: EVITE riberas de rios, esteros y quebradas por crecidas. Provincia de Choapa",Provincia de Choapa,Preventivo,Inundación,2026-07-21,2026-07-21 15:58:00,Meteorológica,Inundación,21/07/2026,15:58
2293,Atacama,46224.0,0.672222222222222,"SENAPRED: EVITE rivera del Rio Copiapo por crecida, comuna de Tierra Amarilla",Comuna de Tierra Amarilla,Preventivo,Inundación,2026-07-21,2026-07-21 16:08:00,Meteorológica,Inundación,21/07/2026,16:08
2294,Coquimbo,46224.0,0.677083333333333,"SENAPRED: EVACUE ribera del Rio Quilimari por desborde, comuna de Los Vilos",Comuna de Los Vilos,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 16:15:00,Meteorológica,Inundación,21/07/2026,16:15
2295,Coquimbo,46224.0,0.761805555555556,"SENAPRED: EVACUE sector Coyuntagua Sur y Norte por crecida de Rio Choapa, comuna de Illapel",Comuna de Illapel,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:17:00,Meteorológica,Inundación,21/07/2026,18:17
2296,Coquimbo,46224.0,0.763194444444444,"SENAPRED: EVACUE sector Tunga Sur y Norte por crecida de Rio Choapa, comuna de Illapel",Comuna de Illapel,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:19:00,Meteorológica,Inundación,21/07/2026,18:19
2297,Coquimbo,46224.0,0.765277777777778,"SENAPRED: EVACUE sector Mincha Norte y Sur por crecida de Rio Choapa, comuna de Canela",Comuna de Canela,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:22:00,Meteorológica,Inundación,21/07/2026,18:22
2298,Coquimbo,46224.0,0.767361111111111,"SENAPRED: EVACUE sector Huentelauquen Norte y Sur por crecida de Rio Choapa, comuna Canela",Comuna de Canela,Amenaza Inminente,Inundación,2026-07-21,2026-07-21 18:25:00,Meteorológica,Inundación,21/07/2026,18:25
2299,Coquimbo,46224.0,0.834027777777778,"SENAPRED: EVITE ribera de estero Camisas por crecida, comuna de Salamanca",Comuna de Salamanca,Preventivo,Inundación,2026-07-21,2026-07-21 20:01:00,Meteorológica,Inundación,21/07/2026,20:01
2300,Biobío,46229.0,0.617361111111111,"SENAPRED: EVITE ribera de rio Pichilo por alerta de crecida, comuna de Arauco",Comuna de Arauco,Preventivo,Inundación,2026-07-26,2026-07-26 14:49:00,Meteorológica,Inundación,26/07/2026,14:49
2301,Ñuble,46229.0,0.891666666666667,"SENAPRED: EVITE ribera de rio Perquilauquen por alerta de crecida, comuna de San Fabian",Comuna de San Fabián,Preventivo,Inundación,2026-07-26,2026-07-26 21:24:00,Meteorológica,Inundación,26/07/2026,21:24
2302,Ñuble,46229.0,0.893055555555556,"SENAPRED: EVITE ribera de rio Perquilauquen por alerta de crecida, comuna de Niquen",Comuna de Ñiquén,Preventivo,Inundación,2026-07-26,2026-07-26 21:26:00,Meteorológica,Inundación,26/07/2026,21:26
2303,Biobío,46230.0,0.177777777777778,"SENAPRED: EVITE ribera Rio Laja por crecida en sectores Chillancito y Los Encinos, Cabrero",Comuna de Cabrero,Preventivo,Inundación,2026-07-27,2026-07-27 04:16:00,Meteorológica,Inundación,27/07/2026,04:16
2304,Ñuble,46230.0,0.697222222222222,"SENAPRED: EVACUE sectores Magdalena y Meipo, por crecida del rio Itata, comuna de Coelemu
",Comuna de Coelemu,Amenaza Inminente,Inundación,2026-07-27,2026-07-27 16:44:00,Meteorológica,Inundación,27/07/2026,16:44
2305,Ñuble,46230.0,0.699305555555556,"SENAPRED: EVACUE sectores Pangue, Dinamapu y Lompuya, por crecida del rio Itata, Coelemu",Comuna de Coelemu,Amenaza Inminente,Inundación,2026-07-27,2026-07-27 16:47:00,Meteorológica,Inundación,27/07/2026,16:47
2306,Ñuble,46230.0,0.700694444444444,"SENAPRED: EVACUE sectores Mirador Itata y Vegas de Itata por crecida del rio Itata, Coelemu",Comuna de Coelemu,Amenaza Inminente,Inundación,2026-07-27,2026-07-27 16:49:00,Meteorológica,Inundación,27/07/2026,16:49
2307,Maule,46231.0,0.321527777777778,"SENAPRED: EVACUE sector Placilla por desborde del rio Mataquito, Comuna de Licanten.",Comuna de Licantén,Amenaza Inminente,Inundación,2026-07-28,2026-07-28 07:43:00,Meteorológica,Inundación,28/07/2026,07:43
2308,Los Ríos,46231.0,0.403472222222222,"SENAPRED: EVACUE sector Rapaco El Molino, por desborde del rio Llollelhue, comuna La Union.",Comuna de La Unión,Amenaza Inminente,Inundación,2026-07-28,2026-07-28 09:41:00,Meteorológica,Inundación,28/07/2026,09:41
2309,Los Ríos,46231.0,0.404861111111111,"SENAPRED: EVACUE sector Ex Poblacion Osvaldo Leal por desborde del rio Llollelhue, La Union",Comuna de La Unión,Amenaza Inminente,Inundación,2026-07-28,2026-07-28 09:43:00,Meteorológica,Inundación,28/07/2026,09:43
2310,Los Ríos,46231.0,0.40625,"SENAPRED: EVACUE sector Poblacion Foitzick, por desborde del rio Llollelhue, comuna La Union",Comuna de La Unión,Amenaza Inminente,Inundación,2026-07-28,2026-07-28 09:45:00,Meteorológica,Inundación,28/07/2026,09:45
2311,Los Ríos,46231.0,0.674305555555556,"SENAPRED: EVITE ribera rio Lollelhue por crecida, sector Rapaco El Molino, comuna La Union",Comuna de La Unión,Preventivo,Inundación,2026-07-28,2026-07-28 16:11:00,Meteorológica,Inundación,28/07/2026,16:11
2312,Los Ríos,46231.0,0.675694444444444,"SENAPRED: EVITE ribera rio Lollelhue por crecida sector Ex Poblacion Osvaldo Leal, La Union",Comuna de La Unión,Preventivo,Inundación,2026-07-28,2026-07-28 16:13:00,Meteorológica,Inundación,28/07/2026,16:13
2313,Los Ríos,46231.0,0.677083333333333,"SENAPRED: EVITE ribera rio Lollelhue por crecida sector Poblacion Foitzick, La Union",Comuna de La Unión,Preventivo,Inundación,2026-07-28,2026-07-28 16:15:00,Meteorológica,Inundación,28/07/2026,16:15
2314,Los Ríos,46231.0,0.845138888888889,"SENAPRED: EVACUE sector Poblacion Foitzick, por desborde del rio Llollelhue, comuna La Union",Comuna de La Unión,Amenaza Inminente,Inundación,2026-07-28,2026-07-28 20:17:00,Meteorológica,Inundación,28/07/2026,20:17
2315,Los Ríos,46231.0,0.847916666666667,"SENAPRED: EVACUE sector Ex Poblacion Osvaldo Leal por desborde del rio Llollelhue, La Union",Comuna de La Unión,Amenaza Inminente,Inundación,2026-07-28,2026-07-28 20:21:00,Meteorológica,Inundación,28/07/2026,20:21
2316,Los Ríos,46231.0,0.85,"SENAPRED: EVACUE sector Rapaco El Molino, por desborde del rio Llollelhue, comuna La Union.",Comuna de La Unión,Amenaza Inminente,Inundación,2026-07-28,2026-07-28 20:24:00,Meteorológica,Inundación,28/07/2026,20:24
2318,Ñuble,46234.0,0.0277777777777778,"SENAPRED: EVACUE sector Paso Hondo orilla de canal, por desborde de rio, comuna de Ranquil.",Comuna de Ranquil,Amenaza Inminente,Inundación,2026-07-31,2026-07-31 00:40:00,Meteorológica,Inundación,31/07/2026,00:40
2319,Ñuble,46234.0,0.0284722222222222,"SENAPRED: EVACUE sector Alto Centro orilla de canal, por desborde de rio, comuna de Ranquil",Comuna de Ranquil,Amenaza Inminente,Inundación,2026-07-31,2026-07-31 00:41:00,Meteorológica,Inundación,31/07/2026,00:41
2320,Ñuble,46234.0,0.0298611111111111,"SENAPRED: EVACUE sector Santa Ercilla, por desborde de rio, comuna de Ranquil.",Comuna de Ranquil,Amenaza Inminente,Inundación,2026-07-31,2026-07-31 00:43:00,Meteorológica,Inundación,31/07/2026,00:43
2321,Coquimbo,46234.0,0.490277777777778,"SENAPRED: EVITE sector Cajon del Romero por activacion de quebrada, comuna de La Seren",Comuna de La Serena,Preventivo,Inundación,2026-07-31,2026-07-31 11:46:00,Meteorológica,Inundación,31/07/2026,11:46
2322,Coquimbo,46234.0,0.492361111111111,"SENAPRED: EVITE sector Tambillos por activacion de quebrada Tambillo, comuna de Coquimbo",Comuna de La Serena,Preventivo,Inundación,2026-07-31,2026-07-31 11:49:00,Meteorológica,Inundación,31/07/2026,11:49
2323,Coquimbo,46234.0,0.495833333333333,"SENAPRED: EVITE sectores Tongoycillo y Ruta D427 por activacion de quebrada, Coquimbo",Comuna de Coquimbo,Preventivo,Inundación,2026-07-31,2026-07-31 11:54:00,Meteorológica,Inundación,31/07/2026,11:54
2324,Coquimbo,46234.0,0.505555555555556,"SENAPRED: EVITE sector Cruz de Cañas por activacion de quebrada, comuna de Coquimbo",Comuna de Coquimbo,Preventivo,Inundación,2026-07-31,2026-07-31 12:08:00,Meteorológica,Inundación,31/07/2026,12:08
2325,Coquimbo,46234.0,0.513888888888889,"SENAPRED: Por activacion EVITE las quebradas Santa Gracia y Cutun, comuna de La Serena",Comuna de Coquimbo,Preventivo,Inundación,2026-07-31,2026-07-31 12:20:00,Meteorológica,Inundación,31/07/2026,12:20
2326,Coquimbo,46234.0,0.515277777777778,"SENAPRED: Por activacion EVITE la quebrada Arrayan Costero, comuna de La Serena",Comuna de La Serena,Preventivo,Inundación,2026-07-31,2026-07-31 12:22:00,Meteorológica,Inundación,31/07/2026,12:22
2327,Coquimbo,46234.0,0.584027777777778,"SENAPRED:EVITE sector Pan de Azucar por activacion de quebrada Martinez, comuna Coquimbo",Comuna de Coquimbo,Preventivo,Inundación,2026-07-31,2026-07-31 14:01:00,Meteorológica,Inundación,31/07/2026,14:01
2328,Araucanía,46234.0,0.5875,"SENAPRED:EVITE ribera del Rio Puren por alerta de crecida, comuna de Puren",Comuna de Purén,Preventivo,Inundación,2026-07-31,2026-07-31 14:06:00,Meteorológica,Inundación,31/07/2026,14:06
2329,Coquimbo,46234.0,0.641666666666667,"SENAPRED: EVITE ribera del Rio Guatulame por alerta de crecida, comuna de Combarbala",Comuna de Combarbalá,Preventivo,Inundación,2026-07-31,2026-07-31 15:24:00,Meteorológica,Inundación,31/07/2026,15:24
2330,Coquimbo,46234.0,0.64375,"SENAPRED: EVITE ribera del Rio Guatulame por alerta de crecida, comuna de Monte Patria",Comuna de Monte Patria,Preventivo,Inundación,2026-07-31,2026-07-31 15:27:00,Meteorológica,Inundación,31/07/2026,15:27
2331,Coquimbo,46234.0,0.704861111111111,"SENAPRED: EVITE riberas de rios, esteros y quebradas por crecidas, comuna de La Serena",Comuna de La Serena,Preventivo,Inundación,2026-07-31,2026-07-31 16:55:00,Meteorológica,Inundación,31/07/2026,16:55
2332,Araucanía,46234.0,0.786805555555556,"SENAPRED: EVACUE sector Las Obras, por desborde Rio Traiguen y humedales, comuna Traiguen",Comuna de Traiguén,Amenaza Inminente,Inundación,2026-07-31,2026-07-31 18:53:00,Meteorológica,Inundación,31/07/2026,18:53
2333,Biobío,46234.0,0.846527777777778,"SENAPRED: EVITE Puente 1 y ribera estero El Quele por crecida, comuna Concepcion",Comuna de Concepción,Preventivo,Inundación,2026-07-31,2026-07-31 20:19:00,Meteorológica,Inundación,31/07/2026,20:19
2334,Biobío,46234.0,0.900694444444444,"SENAPRED: EVITE sector Santa Rita por desborde del rio Andalien, comuna Concepcion""",Comuna de Concepción,Preventivo,Inundación,2026-07-31,2026-07-31 21:37:00,Meteorológica,Inundación,31/07/2026,21:37
2335,Araucanía,46235.0,0.472916666666667,"SENAPRED: EVITE riberas de rios Renaico y Vergara por crecida, comuna de Renaico",Comuna de Renaico,Preventivo,Inundación,2026-08-01,2026-08-01 11:21:00,Meteorológica,Inundación,01/08/2026,11:21
2336,Araucanía,46235.0,0.548611111111111,"SENAPRED: EVITE ribera del Rio Rehue por crecida, comuna de Los Sauces",Comuna de Los Sauces,Preventivo,Inundación,2026-08-01,2026-08-01 13:10:00,Meteorológica,Inundación,01/08/2026,13:10
2337,Los Lagos,46235.0,0.636805555555556,"SENAPRED: EVACUE sectores Trumao, Quilacahuin y Cofalmo por desborde Rio Bueno, San Pablo",Comuna de San Pablo,Amenaza Inminente,Inundación,2026-08-01,2026-08-01 15:17:00,Meteorológica,Inundación,01/08/2026,15:17
2338,Los Lagos,46235.0,0.639583333333333,"SENAPRED: EVITE ribera del Rio Rahue por crecida, comuna de Osorno",Comuna de Osorno,Preventivo,Inundación,2026-08-01,2026-08-01 15:21:00,Meteorológica,Inundación,01/08/2026,15:21
2340,Araucanía,46235.0,0.7,"SENAPRED: EVITE ribera del Rio Puren por crecida, comuna de Puren",Comuna de Purén,Preventivo,Inundación,2026-08-01,2026-08-01 16:48:00,Meteorológica,Inundación,01/08/2026,16:48
2341,Biobío,46235.0,0.729861111111111,"SENAPRED: EVITE ribera del Rio Pichilo y Rio Lia por crecida, comuna de Arauco",Comuna de Arauco,Preventivo,Inundación,2026-08-01,2026-08-01 17:31:00,Meteorológica,Inundación,01/08/2026,17:31
2342,Biobío,46235.0,0.736111111111111,"SENAPRED: EVITE ribera del Estero Penco por crecida, comuna de Penco",Comuna de Penco,Preventivo,Inundación,2026-08-01,2026-08-01 17:40:00,Meteorológica,Inundación,01/08/2026,17:40
